at,a-t
ata,a-ta
rat,ra-t
rata,ra-ta
GvA,Gu-A
GvAS,Gu-AS
aGvA,aGu-A
aGvAS,aGu-AS
yen,ya-in
yend,ya-ind
zyen,zya-in
zyend,zya-ind
av,a-v
avi,a-vi
vav,va-v
vavi,va-vi
am,a-m
ama,a-ma
mam,ma-m
mama,ma-ma
as,a-s
asa,a-sa
yas,ya-s
yasa,ya-sa
aj,a-j
ajY,a-jY
maj,ma-j
majY,ma-jY
aB,a-B
aBU,a-BU
RaB,Ra-B
RaBU,Ra-BU
ay,a-y
aya,a-ya
day,da-y
daya,da-ya
uS,u-S
uSc,u-Sc
DuS,Du-S
DuSc,Du-Sc
ah,a-h
ahA,a-hA
Rah,Ra-h
RahA,Ra-hA
aS,a-S
aSr,a-Sr
zaS,za-S
zaSr,za-Sr
av,a-v
ava,a-va
cav,ca-v
cava,ca-va
aS,a-S
aSO,a-SO
DaS,Da-S
DaSO,Da-SO
aP,a-P
aPa,a-Pa
waP,wa-P
waPa,wa-Pa
rvA,ru-A
rvAd,ru-Ad
urvA,uru-A
urvAd,uru-Ad
ury,uH-y
uryu,uH-yu
tury,tuH-y
turyu,tuH-yu
av,a-v
avI,a-vI
rav,ra-v
ravI,ra-vI
av,a-v
ave,a-ve
vav,va-v
vave,va-ve
an,a-n
ani,a-ni
man,ma-n
mani,ma-ni
ada,at-a
adan,at-an
mada,mat-a
madan,mat-an
rA,ra-A
rAt,ra-At
arA,ara-A
arAt,ara-At
aP,a-P
aPa,a-Pa
taP,ta-P
taPa,ta-Pa
mAN,ma-aN
mANk,ma-aNk
imAN,ima-aN
imANk,ima-aNk
aS,a-S
aSI,a-SI
SaS,Sa-S
SaSI,Sa-SI
id,i-d
ido,i-do
vid,vi-d
vido,vi-do
av,a-v
avA,a-vA
Tav,Ta-v
TavA,Ta-vA
ah,a-h
aha,a-ha
gah,ga-h
gaha,ga-ha
AC,A-C
ACe,A-Ce
vAC,vA-C
vACe,vA-Ce
aj,a-j
ajy,a-jy
Raj,Ra-j
Rajy,Ra-jy
ap,a-p
apU,a-pU
yap,ya-p
yapU,ya-pU
ih,i-h
ihe,i-he
tih,ti-h
tihe,ti-he
iv,i-v
iva,i-va
tiv,ti-v
tiva,ti-va
as,a-s
asa,a-sa
nas,na-s
nasa,na-sa
tA,ta-A
tAt,ta-At
itA,ita-A
itAt,ita-At
am,a-m
ama,a-ma
vam,va-m
vama,va-ma
am,a-m
amA,a-mA
tam,ta-m
tamA,ta-mA
aj,a-j
aji,a-ji
vaj,va-j
vaji,va-ji
ub,u-b
uba,u-ba
hub,hu-b
huba,hu-ba
Sok,Sa-uk
Sokt,Sa-ukt
aSok,aSa-uk
aSokt,aSa-ukt
aB,a-B
aBU,a-BU
jaB,ja-B
jaBU,ja-BU
aB,a-B
aBa,a-Ba
gaB,ga-B
gaBa,ga-Ba
SUp,Su-up
SUpA,Su-upA
aSUp,aSu-up
aSUpA,aSu-upA
aB,a-B
aBU,a-BU
RaB,Ra-B
RaBU,Ra-BU
ap,a-p
apa,a-pa
qap,qa-p
qapa,qa-pa
as,a-s
asa,a-sa
tas,ta-s
tasa,ta-sa
is,i-s
isT,i-sT
vis,vi-s
visT,vi-sT
aB,a-B
aBa,a-Ba
vaB,va-B
vaBa,va-Ba
irD,iH-D
irDA,iH-DA
virD,viH-D
virDA,viH-DA
id,i-d
ide,i-de
tid,ti-d
tide,ti-de
is,i-s
ise,i-se
nis,ni-s
nise,ni-se
as,a-s
ase,a-se
tas,ta-s
tase,ta-se
anm,at-m
anmu,at-mu
tanm,tat-m
tanmu,tat-mu
av,a-v
avi,a-vi
nav,na-v
navi,na-vi
urg,uH-g
urgu,uH-gu
turg,tuH-g
turgu,tuH-gu
ad,a-d
ada,a-da
had,ha-d
hada,ha-da
av,a-v
ava,a-va
Gav,Ga-v
Gava,Ga-va
ab,a-b
abu,a-bu
lab,la-b
labu,la-bu
av,a-v
avi,a-vi
yav,ya-v
yavi,ya-vi
ap,a-p
apA,a-pA
aS,a-S
aSI,a-SI
maS,ma-S
maSI,ma-SI
ad,a-d
ada,a-da
vad,va-d
vada,va-da
as,a-s
asi,a-si
Was,Wa-s
Wasi,Wa-si
Uj,U-j
Uja,U-ja
DUj,DU-j
DUja,DU-ja
av,a-v
ava,a-va
mav,ma-v
mava,ma-va
ag,a-g
agr,a-gr
gag,ga-g
gagr,ga-gr
as,a-s
asU,a-sU
ras,ra-s
rasU,ra-sU
RA,Ra-A
RAd,Ra-Ad
zRA,zRa-A
zRAd,zRa-Ad
as,a-s
asA,a-sA
mas,ma-s
masA,ma-sA
as,a-s
asa,a-sa
ras,ra-s
rasa,ra-sa
as,a-s
asa,a-sa
vas,va-s
vasa,va-sa
ap,a-p
apU,a-pU
rap,ra-p
rapU,ra-pU
av,a-v
avi,a-vi
mav,ma-v
mavi,ma-vi
iB,i-B
iBe,i-Be
DiB,Di-B
DiBe,Di-Be
ay,a-y
ayO,a-yO
vay,va-y
vayO,va-yO
AS,A-S
ASa,A-Sa
lAS,lA-S
lASa,lA-Sa
mAr,ma-ar
amAr,ama-ar
ab,a-b
aba,a-ba
pab,pa-b
paba,pa-ba
av,a-v
avf,a-vf
rav,ra-v
ravf,ra-vf
Ak,A-k
Aka,A-ka
DAk,DA-k
DAka,DA-ka
as,a-s
asT,a-sT
vas,va-s
vasT,va-sT
ak,a-k
ake,a-ke
pak,pa-k
pake,pa-ke
an,a-n
ani,a-ni
man,ma-n
mani,ma-ni
av,a-v
avA,a-vA
yav,ya-v
yavA,ya-vA
at,a-t
ata,a-ta
nat,na-t
nata,na-ta
aj,a-j
ajv,a-jv
taj,ta-j
tajv,ta-jv
rAv,ra-av
rAva,ra-ava
IrAv,Ira-av
IrAva,Ira-ava
ag,a-g
agi,a-gi
rag,ra-g
ragi,ra-gi
as,a-s
asa,a-sa
Yas,Ya-s
Yasa,Ya-sa
Ip,I-p
Ipu,I-pu
sIp,sI-p
sIpu,sI-pu
as,a-s
asa,a-sa
tas,ta-s
tasa,ta-sa
an,a-n
ani,a-ni
nan,na-n
nani,na-ni
aj,a-j
ajY,a-jY
maj,ma-j
majY,ma-jY
rA,ra-A
rAS,ra-AS
urA,ura-A
urAS,ura-AS
ah,a-h
ahI,a-hI
Pah,Pa-h
PahI,Pa-hI
aS,a-S
aSu,a-Su
taS,ta-S
taSu,ta-Su
pAn,pa-an
ApAn,Apa-an
uB,u-B
uBu,u-Bu
guB,gu-B
guBu,gu-Bu
aP,a-P
aPa,a-Pa
maP,ma-P
maPa,ma-Pa
Ap,A-ap
Apa,A-apa
rAp,rA-ap
rApa,rA-apa
id,i-d
jid,ji-d
uv,u-v
uva,u-va
yuv,yu-v
yuva,yu-va
am,a-m
amu,a-mu
kam,ka-m
kamu,ka-mu
am,a-m
amu,a-mu
tam,ta-m
tamu,ta-mu
ad,a-d
ada,a-da
zad,za-d
zada,za-da
fdg,ft-g
fdgo,ft-go
mfdg,mft-g
mfdgo,mft-go
yAn,ya-an
yAnu,ya-anu
DyAn,Dya-an
DyAnu,Dya-anu
an,a-n
anA,a-nA
Ran,Ra-n
RanA,Ra-nA
ag,a-g
aga,a-ga
nag,na-g
naga,na-ga
is,i-s
isA,i-sA
tis,ti-s
tisA,ti-sA
an,a-n
ani,a-ni
pan,pa-n
pani,pa-ni
zAr,za-r
zAra,za-ra
kzAr,kza-r
kzAra,kza-ra
HS,H-S
HSr,H-Sr
uHS,uH-S
uHSr,uH-Sr
Nm,N-m
Nmu,N-mu
ANm,AN-m
ANmu,AN-mu
aB,a-B
aBU,a-BU
raB,ra-B
raBU,ra-BU
AM,A-aM
AMS,A-aMS
lAM,lA-aM
lAMS,lA-aMS
it,i-t
itr,i-tr
nit,ni-t
nitr,ni-tr
aj,a-j
aja,a-ja
nA,na-A
nAd,na-Ad
unA,una-A
unAd,una-Ad
rAn,ra-an
rAnt,ra-ant
trAn,tra-an
trAnt,tra-ant
ap,a-p
apr,a-pr
rap,ra-p
rapr,ra-pr
ar,a-r
arA,a-rA
Sar,Sa-r
SarA,Sa-rA
am,a-m
amU,a-mU
tam,ta-m
tamU,ta-mU
at,a-t
atA,a-tA
Dat,Da-t
DatA,Da-tA
av,a-v
avA,a-vA
rav,ra-v
ravA,ra-vA
pAn,pa-an
pAnD,pa-anD
rpAn,rpa-an
rpAnD,rpa-anD
ip,i-p
ipr,i-pr
nip,ni-p
nipr,ni-pr
ad,a-d
adv,a-dv
dad,da-d
dadv,da-dv
am,a-m
amA,a-mA
vam,va-m
vamA,va-mA
gAn,ga-an
gAnu,ga-anu
ogAn,oga-an
ogAnu,oga-anu
at,a-t
atr,a-tr
rat,ra-t
ratr,ra-tr
tya,ti-a
tyar,ti-ar
atya,ati-a
atyar,ati-ar
av,a-v
avi,a-vi
mav,ma-v
mavi,ma-vi
aB,a-B
aBA,a-BA
yaB,ya-B
yaBA,ya-BA
ut,u-t
utE,u-tE
rut,ru-t
rutE,ru-tE
ib,i-b
iba,i-ba
tib,ti-b
tiba,ti-ba
yOz,ya-oz
yOza,ya-oza
vyOz,vya-oz
vyOza,vya-oza
at,a-t
ata,a-ta
vat,va-t
vata,va-ta
aB,a-B
aBU,a-BU
saB,sa-B
saBU,sa-BU
zAr,za-ar
zArT,za-arT
ezAr,eza-ar
ezArT,eza-arT
At,A-t
Ata,A-ta
nAt,nA-t
nAta,nA-ta
ag,a-g
agr,a-gr
lag,la-g
lagr,la-gr
ah,a-h
aha,a-ha
mah,ma-h
maha,ma-ha
av,a-v
avi,a-vi
mav,ma-v
mavi,ma-vi
top,ta-up
topa,ta-upa
Itop,Ita-up
Itopa,Ita-upa
not,na-ut
nott,na-utt
anot,ana-ut
anott,ana-utt
uzk,uH-k
uzko,uH-ko
nuzk,nuH-k
nuzko,nuH-ko
aS,a-S
aSu,a-Su
raS,ra-S
raSu,ra-Su
ih,i-h
iha,i-ha
rih,ri-h
riha,ri-ha
ar,a-r
ara,a-ra
yar,ya-r
yara,ya-ra
hA,ha-A
hAS,ha-AS
fhA,fha-A
fhAS,fha-AS
as,a-s
asa,a-sa
has,ha-s
hasa,ha-sa
as,a-s
asa,a-sa
las,la-s
lasa,la-sa
id,i-d
idu,i-du
vid,vi-d
vidu,vi-du
an,a-n
ani,a-ni
dan,da-n
dani,da-ni
adf,at-f
adft,at-ft
radf,rat-f
radft,rat-ft
as,a-s
asT,a-sT
Ras,Ra-s
RasT,Ra-sT
ar,a-r
are,a-re
tar,ta-r
tare,ta-re
aG,a-G
PaG,Pa-G
am,a-m
amA,a-mA
cam,ca-m
camA,ca-mA
ad,a-d
adA,a-dA
mad,ma-d
madA,ma-dA
uk,u-k
uka,u-ka
duk,du-k
duka,du-ka
ag,a-g
aga,a-ga
rag,ra-g
raga,ra-ga
am,a-m
amA,a-mA
yam,ya-m
yamA,ya-mA
ap,a-p
apa,a-pa
tap,ta-p
tapa,ta-pa
ap,a-p
apr,a-pr
rap,ra-p
rapr,ra-pr
An,A-an
Ant,A-ant
mAn,mA-an
mAnt,mA-ant
aS,a-S
aSi,a-Si
laS,la-S
laSi,la-Si
ak,a-k
akf,a-kf
yak,ya-k
yakf,ya-kf
yAr,ya-ar
yArT,ya-arT
RyAr,Rya-ar
RyArT,Rya-arT
al,a-l
ala,a-la
yal,ya-l
yala,ya-la
An,A-an
Ant,A-ant
WAn,WA-an
WAnt,WA-ant
aD,a-D
aDO,a-DO
taD,ta-D
taDO,ta-DO
av,a-v
ava,a-va
kav,ka-v
kava,ka-va
aB,a-B
aBi,a-Bi
laB,la-B
laBi,la-Bi
ak,a-k
ake,a-ke
sak,sa-k
sake,sa-ke
ag,a-g
agU,a-gU
Sag,Sa-g
SagU,Sa-gU
as,a-s
asA,a-sA
am,a-m
amu,a-mu
kam,ka-m
kamu,ka-mu
arz,a-fz
arza,a-fza
Karz,Ka-fz
Karza,Ka-fza
kAk,ka-ak
kAkz,ka-akz
IkAk,Ika-ak
IkAkz,Ika-akz
cA,ca-A
cAc,ca-Ac
OcA,Oca-A
OcAc,Oca-Ac
ak,a-k
akz,a-kz
lak,la-k
lakz,la-kz
ap,a-p
apr,a-pr
pap,pa-p
papr,pa-pr
tyu,ti-u
tyup,ti-up
ftyu,fti-u
ftyup,fti-up
ak,a-k
aka,a-ka
pak,pa-k
paka,pa-ka
ar,a-r
ara,a-ra
zar,za-r
zara,za-ra
iy,i-y
iyo,i-yo
niy,ni-y
niyo,ni-yo
ij,i-j
ija,i-ja
tij,ti-j
tija,ti-ja
ad,a-d
adA,a-dA
rad,ra-d
radA,ra-dA
as,a-s
asT,a-sT
Qas,Qa-s
QasT,Qa-sT
ab,a-b
aba,a-ba
vab,va-b
vaba,va-ba
Ag,A-Ag
Aga,A-Aga
sAg,sA-Ag
sAga,sA-Aga
as,a-s
asa,a-sa
gas,ga-s
gasa,ga-sa
ip,i-p
ipu,i-pu
tip,ti-p
tipu,ti-pu
ak,a-k
ako,a-ko
tak,ta-k
tako,ta-ko
In,I-n
Ina,I-na
rIn,rI-n
rIna,rI-na
ig,i-g
iga,i-ga
nig,ni-g
niga,ni-ga
zot,za-ut
zott,za-utt
uzot,uza-ut
uzott,uza-utt
aD,a-D
aDa,a-Da
vaD,va-D
vaDa,va-Da
av,a-v
avE,a-vE
rav,ra-v
ravE,ra-vE
ay,a-y
ayo,a-yo
Ray,Ra-y
Rayo,Ra-yo
jot,ja-ut
jott,ja-utt
ijot,ija-ut
ijott,ija-utt
av,a-v
avf,a-vf
gav,ga-v
gavf,ga-vf
aD,a-D
aDa,a-Da
yaD,ya-D
yaDa,ya-Da
ap,a-p
apa,a-pa
tap,ta-p
tapa,ta-pa
ar,a-r
ara,a-ra
nar,na-r
nara,na-ra
as,a-s
ase,a-se
vas,va-s
vase,va-se
as,a-s
asa,a-sa
yas,ya-s
yasa,ya-sa
ak,a-k
aka,a-ka
yak,ya-k
yaka,ya-ka
wA,wa-A
wAl,wa-Al
uwA,uwa-A
uwAl,uwa-Al
an,a-n
ani,a-ni
nan,na-n
nani,na-ni
ah,a-h
aha,a-ha
Yah,Ya-h
Yaha,Ya-ha
ay,a-y
ayA,a-yA
kay,ka-y
kayA,ka-yA
as,a-s
asa,a-sa
tas,ta-s
tasa,ta-sa
ag,a-g
aga,a-ga
Dag,Da-g
Daga,Da-ga
ap,a-p
apa,a-pa
map,ma-p
mapa,ma-pa
ir,i-r
ira,i-ra
Bir,Bi-r
Bira,Bi-ra
Iy,I-y
IyA,I-yA
rIy,rI-y
rIyA,rI-yA
at,a-t
ata,a-ta
wat,wa-t
wata,wa-ta
as,a-s
asA,a-sA
Tas,Ta-s
TasA,Ta-sA
mez,ma-iz
mezw,ma-izw
Amez,Ama-iz
Amezw,Ama-izw
AS,A-S
ASa,A-Sa
hAS,hA-S
hASa,hA-Sa
ad,a-d
ada,a-da
zad,za-d
zada,za-da
acC,a-C
acCi,a-Ci
pacC,pa-C
pacCi,pa-Ci
nA,na-A
nAd,na-Ad
anA,ana-A
anAd,ana-Ad
av,a-v
ava,a-va
vav,va-v
vava,va-va
Bog,BaH-g
Boga,BaH-ga
aBog,aBaH-g
aBoga,aBaH-ga
adv,at-v
adva,at-va
tadv,tat-v
tadva,tat-va
av,a-v
ava,a-va
jav,ja-v
java,ja-va
as,a-s
asU,a-sU
vas,va-s
vasU,va-sU
iv,i-v
ive,i-ve
riv,ri-v
rive,ri-ve
ap,a-p
apO,a-pO
rap,ra-p
rapO,ra-pO
aj,a-j
aja,a-ja
maj,ma-j
maja,ma-ja
rek,ra-Ik
rekz,ra-Ikz
mrek,mra-Ik
mrekz,mra-Ikz
Aj,A-j
Aja,A-ja
hAj,hA-j
hAja,hA-ja
av,a-v
avA,a-vA
mav,ma-v
mavA,ma-vA
RA,Ra-A
RAd,Ra-Ad
rRA,rRa-A
rRAd,rRa-Ad
an,a-n
any,a-ny
dan,da-n
dany,da-ny
ak,a-k
ake,a-ke
jak,ja-k
jake,ja-ke
ac,a-c
acU,a-cU
Sac,Sa-c
SacU,Sa-cU
rAs,ra-as
rAst,ra-ast
jrAs,jra-as
jrAst,jra-ast
ab,a-b
aba,a-ba
mab,ma-b
maba,ma-ba
am,a-m
amA,a-mA
yam,ya-m
yamA,ya-mA
tA,ta-A
tAd,ta-Ad
ftA,fta-A
ftAd,fta-Ad
av,a-v
ava,a-va
lav,la-v
lava,la-va
sA,sa-A
sAv,sa-Av
MsA,Msa-A
MsAv,Msa-Av
aj,a-j
ajA,a-jA
kaj,ka-j
kajA,ka-jA
as,a-s
asA,a-sA
kas,ka-s
kasA,ka-sA
harz,hA-fz
aharz,ahA-fz
aB,a-B
aBU,a-BU
naB,na-B
naBU,na-BU
av,a-v
avr,a-vr
mav,ma-v
mavr,ma-vr
fv,f-v
fva,f-va
tfv,tf-v
tfva,tf-va
ay,a-y
ayu,a-yu
Day,Da-y
Dayu,Da-yu
mAr,ma-ar
mArT,ma-arT
AmAr,Ama-ar
AmArT,Ama-arT
iga,ik-a
igan,ik-an
diga,dik-a
digan,dik-an
ay,a-y
ayo,a-yo
kay,ka-y
kayo,ka-yo
DA,Da-A
DAt,Da-At
dDA,dDa-A
dDAt,dDa-At
ad,a-d
adr,a-dr
tad,ta-d
tadr,ta-dr
rAn,ra-an
rAnt,ra-ant
ArAn,Ara-an
ArAnt,Ara-ant
GA,Ga-A
GAk,Ga-Ak
iGA,iGa-A
iGAk,iGa-Ak
add,at-d
addy,at-dy
hadd,hat-d
haddy,hat-dy
as,a-s
asa,a-sa
Kas,Ka-s
Kasa,Ka-sa
ar,a-r
arU,a-rU
lar,la-r
larU,la-rU
ap,a-p
apa,a-pa
Rap,Ra-p
Rapa,Ra-pa
aS,a-S
aSa,a-Sa
zaS,za-S
zaSa,za-Sa
av,a-v
avI,a-vI
tav,ta-v
tavI,ta-vI
av,a-v
ava,a-va
yav,ya-v
yava,ya-va
mAr,ma-ar
mArc,ma-arc
AmAr,Ama-ar
AmArc,Ama-arc
ac,a-c
ace,a-ce
mac,ma-c
mace,ma-ce
rAr,ra-ar
rArc,ra-arc
srAr,sra-ar
srArc,sra-arc
WA,Wa-A
WAd,Wa-Ad
zWA,zWa-A
zWAd,zWa-Ad
jor,jaH-r
jorA,jaH-rA
ejor,ejaH-r
ejorA,ejaH-rA
ar,a-r
ari,a-ri
rar,ra-r
rari,ra-ri
ak,a-k
akf,a-kf
hak,ha-k
hakf,ha-kf
aS,a-S
aSI,a-SI
paS,pa-S
paSI,pa-SI
tAr,ta-ar
itAr,ita-ar
av,a-v
ave,a-ve
wav,wa-v
wave,wa-ve
is,i-s
isU,i-sU
ris,ri-s
risU,ri-sU
nAn,na-an
nAnt,na-ant
anAn,ana-an
anAnt,ana-ant
av,a-v
ava,a-va
rav,ra-v
rava,ra-va
ak,a-k
akA,a-kA
tak,ta-k
takA,ta-kA
ah,a-h
ahe,a-he
Tah,Ta-h
Tahe,Ta-he
ap,a-p
apa,a-pa
tap,ta-p
tapa,ta-pa
ar,a-r
ara,a-ra
var,va-r
vara,va-ra
av,a-v
ave,a-ve
sav,sa-v
save,sa-ve
aD,a-D
aDA,a-DA
raD,ra-D
raDA,ra-DA
Av,A-v
Ave,A-ve
hAv,hA-v
hAve,hA-ve
ug,u-g
ugI,u-gI
yug,yu-g
yugI,yu-gI
Ip,I-p
Ipu,I-pu
tIp,tI-p
tIpu,tI-pu
sA,sa-A
sAd,sa-Ad
asA,asa-A
asAd,asa-Ad
an,a-n
ane,a-ne
man,ma-n
mane,ma-ne
av,a-v
avi,a-vi
vav,va-v
vavi,va-vi
al,a-l
ala,a-la
Ral,Ra-l
Rala,Ra-la
aB,a-B
aBe,a-Be
maB,ma-B
maBe,ma-Be
at,a-t
ate,a-te
rat,ra-t
rate,ra-te
ad,a-d
adv,a-dv
rad,ra-d
radv,ra-dv
av,a-v
avA,a-vA
mav,ma-v
mavA,ma-vA
iB,i-B
iBo,i-Bo
TiB,Ti-B
TiBo,Ti-Bo
av,a-v
ava,a-va
pav,pa-v
pava,pa-va
ak,a-k
aku,a-ku
vak,va-k
vaku,va-ku
av,a-v
avA,a-vA
gav,ga-v
gavA,ga-vA
ak,a-k
akz,a-kz
mak,ma-k
makz,ma-kz
ak,a-k
akA,a-kA
vak,va-k
vakA,va-kA
ah,a-h
aha,a-ha
pah,pa-h
paha,pa-ha
kAB,ka-aB
kABr,ka-aBr
UkAB,Uka-aB
UkABr,Uka-aBr
hol,hA-ul
holk,hA-ulk
ahol,ahA-ul
aholk,ahA-ulk
RAr,Ra-ar
RArj,Ra-arj
rRAr,rRa-ar
rRArj,rRa-arj
aj,a-j
ajA,a-jA
raj,ra-j
rajA,ra-jA
ak,a-k
akA,a-kA
zak,za-k
zakA,za-kA
al,a-l
ala,a-la
ah,a-h
ahI,a-hI
nah,na-h
nahI,na-hI
cAr,ca-ar
cArD,ca-arD
ScAr,Sca-ar
ScArD,Sca-arD
arc,a-fc
tarc,ta-fc
ak,a-k
akA,a-kA
mak,ma-k
makA,ma-kA
ap,a-p
apa,a-pa
rap,ra-p
rapa,ra-pa
ap,a-p
